id,student_name,URN,Maths,SESD,AIML,FSD,DVA,contest_scores,topic_wise_accuracy,time_spent_per_topic
362,Vivaan Patel,2024-C-20782006B,77,73,83,63,54,366,"{Maths:0.8,SESD:0.64,AIML:0.82,FSD:0.56,DVA:0.52}","{Maths:14.2,SESD:15.4,AIML:10.3,FSD:6.1,DVA:14.9}"
363,Aditya Mishra,2024-B-50432006B,77,41,79,80,72,399,"{Maths:0.82,SESD:0.95,AIML:0.77,FSD:0.68,DVA:0.7}","{Maths:5.6,SESD:19.5,AIML:15.2,FSD:16.7,DVA:18.7}"
364,Ayaan Sharma,2024-B-16852006B,54,88,51,90,79,388,"{Maths:0.67,SESD:0.93,AIML:0.87,FSD:0.77,DVA:0.64}",
365,Prisha Verma,2024-A-71222006B,62,60,44,60,78,304,,"{Maths:7.1,SESD:5.7,AIML:5.1,FSD:18.0,DVA:16.9}"
366,Ira Reddy,2024-A-50252006B,75,56,92,57,65,355,"{Maths:0.95,SESD:0.69,AIML:0.99,FSD:0.92,DVA:0.87}","{Maths:8.9,SESD:9.4,AIML:15.0,FSD:12.8,DVA:15.6}"
367,Vihaan Singh,2024-B-66042006B,93,43,95,78,95,435,,"{Maths:7.0,SESD:16.6,AIML:10.2,FSD:7.4,DVA:18.0}"
368,Saanvi Patel,2024-C-81732006B,99,77,99,55,52,391,"{Maths:0.74,SESD:0.79,AIML:0.51,FSD:0.8,DVA:0.67}","{Maths:11.3,SESD:19.6,AIML:16.3,FSD:13.0,DVA:17.8}"
369,Saanvi Gupta,2024-B-91542006B,99,66,57,41,63,335,"{Maths:0.89,SESD:0.56,AIML:0.73,FSD:0.66,DVA:0.73}","{Maths:16.5,SESD:6.0,AIML:18.6,FSD:6.4,DVA:11.2}"
370,Prisha Gupta,2024-A-80712006B,52,169,59,68,66,292,,"{Maths:12.5,SESD:18.7,AIML:16.3,FSD:9.5,DVA:13.5}"
371,Pari Nair,2024-A-88782006B,42,46,95,43,85,330,"{Maths:0.54,SESD:0.68,AIML:0.87,FSD:0.56,DVA:0.85}","{Maths:19.2,SESD:5.5,AIML:19.3,FSD:18.6,DVA:18.0}"
372,Sai Verma,2024-B-93542006B,47,94,65,47,52,321,"{Maths:0.91,SESD:0.95,AIML:0.57,FSD:0.84,DVA:0.65}","{Maths:8.7,SESD:18.5,AIML:7.3,FSD:19.1,DVA:19.4}"
373,Reyansh Mishra,2024B10042006B,84,90,49,41,79,387,"{Maths:0.5,SESD:0.53,AIML:0.51,FSD:0.65,DVA:0.98}","{Maths:17.7,SESD:12.2,AIML:18.1,FSD:14.1,DVA:8.1}"
374,Krishna Kapoor,2024-B-86282006B,51,80,90,99,96,416,"{Maths:0.83,SESD:0.76,AIML:0.62,FSD:0.76,DVA:0.56}","{Maths:10.5,SESD:8.7,AIML:9.5,FSD:11.9,DVA:18.8}"
375,Aarav Patel,2024-A-74572006B,59,42,71,65,69,355,"{Maths:0.79,SESD:0.7,AIML:0.76,FSD:0.76,DVA:0.7}","{Maths:13.7,SESD:17.0,AIML:13.7,FSD:5.9,DVA:18.7}"
376,Myra Patel,2024-B-37062006B,99,60,72,84,57,397,"{Maths:0.59,SESD:0.85,AIML:0.95,FSD:0.83,DVA:0.95}","{Maths:7.4,SESD:15.3,AIML:9.7,FSD:10.9,DVA:19.4}"
377,Reyansh Patel,2024-A-90142006B,95,76,83,,45,331,"{Maths:0.55,SESD:0.79,AIML:0.93,FSD:0.62,DVA:0.84}","{Maths:14.2,SESD:19.9,AIML:6.5,FSD:10.1,DVA:18.8}"
378,Ayaan Patel,2024-A-85782006B,55,185,62,96,65,315,"{Maths:0.86,SESD:0.7,AIML:0.71,FSD:0.96,DVA:0.78}","{Maths:17.7,SESD:12.1,AIML:11.1,FSD:10.5,DVA:9.8}"
379,Sai Mishra,2024-A-17162006B,53,97,77,82,85,413,"{Maths:0.54,SESD:0.7,AIML:0.52,FSD:0.7,DVA:0.52}","{Maths:10.1,SESD:16.6,AIML:5.5,FSD:8.8,DVA:5.1}"
380,Vivaan Kapoor,2024-B-47342006B,71,83,154,61,65,329,"{Maths:0.55,SESD:0.78,AIML:0.69,FSD:0.58,DVA:0.51}",
381,Aditya Kapoor,2024-B-60692006B,90,63,90,72,95,410,"{Maths:0.87,SESD:0.71,AIML:0.91,FSD:0.85,DVA:0.68}",
382,Ananya Verma,2024-A-79372006B,52,54,57,63,93,341,"{Maths:0.95,SESD:0.56,AIML:0.76,FSD:0.7,DVA:0.75}","{Maths:14.7,SESD:11.6,AIML:9.3,FSD:16.6,DVA:9.0}"
383,Prisha Mishra,2024-C-60152006B,,57,67,83,96,337,"{Maths:0.86,SESD:0.53,AIML:0.72,FSD:0.98,DVA:0.87}","{Maths:6.6,SESD:8.3,AIML:16.7,FSD:12.4,DVA:10.7}"
384,Diya Sharma,2024-B-14582006B,42,89,93,47,89,371,"{Maths:0.59,SESD:0.59,AIML:0.9,FSD:0.7,DVA:0.95}","{Maths:9.9,SESD:19.8,AIML:5.5,FSD:6.3,DVA:14.5}"
385,Aarav Kumar,2024-B-36642006B,87,77,83,93,53,421,"{Maths:0.82,SESD:0.76,AIML:0.95,FSD:0.55,DVA:0.88}","{Maths:5.3,SESD:19.2,AIML:8.6,FSD:15.2,DVA:8.3}"
386,Diya Patel,2024-C-77312006B,51,60,71,91,81,375,"{Maths:0.61,SESD:0.71,AIML:0.94,FSD:0.76,DVA:0.58}","{Maths:11.1,SESD:10.5,AIML:5.3,FSD:14.3,DVA:14.7}"
387,Pari Verma,2024-B-42132006B,98,99,,71,50,326,"{Maths:0.62,SESD:0.9,AIML:0.53,FSD:0.56,DVA:0.99}","{Maths:15.8,SESD:8.4,AIML:20.0,FSD:17.0,DVA:20.0}"
388,Vihaan Sharma,2024C10042006B,62,57,63,,84,293,"{Maths:0.75,SESD:0.76,AIML:0.88,FSD:0.85,DVA:0.73}","{Maths:7.5,SESD:18.3,AIML:12.7,FSD:7.8,DVA:14.3}"
389,Arjun Reddy,2024-C-67522006B,78,72,97,94,79,439,"{Maths:0.87,SESD:0.87,AIML:0.54,FSD:0.52,DVA:0.9}","{Maths:19.6,SESD:11.9,AIML:16.8,FSD:9.9,DVA:19.5}"
390,Anvi Sharma,2024-C-29802006B,47,84,97,72,43,372,"{Maths:0.87,SESD:0.52,AIML:0.53,FSD:0.65,DVA:0.52}","{Maths:13.4,SESD:6.9,AIML:11.5,FSD:11.1,DVA:5.2}"
391,Ayaan Singh,2024-A-95022006B,47,70,87,79,54,,"{Maths:0.67,SESD:0.73,AIML:0.72,FSD:0.67,DVA:0.66}","{Maths:7.0,SESD:19.5,AIML:12.9,FSD:16.8,DVA:10.3}"
392,Krishna Verma,2024-A-69612006B,79,81,94,87,58,428,"{Maths:0.67,SESD:0.69,AIML:0.67,FSD:0.93,DVA:0.66}","{Maths:14.3,SESD:5.2,AIML:8.2,FSD:12.8,DVA:6.5}"
393,Krishna Verma,2024-B-56802006B,59,166,69,93,44,311,"{Maths:0.78,SESD:0.68,AIML:0.7,FSD:0.5,DVA:0.74}","{Maths:10.9,SESD:9.4,AIML:13.4,FSD:16.8,DVA:12.5}"
394,Krishna Gupta,2024-A-93122006B,76,50,48,94,49,327,"{Maths:0.69,SESD:0.51,AIML:0.94,FSD:0.53,DVA:0.68}","{Maths:16.4,SESD:16.3,AIML:18.5,FSD:15.3,DVA:13.6}"
395,Vihaan Verma,2024-A-50252006B,97,95,50,74,84,405,"{Maths:0.6,SESD:0.6,AIML:0.73,FSD:0.88,DVA:0.96}","{Maths:9.2,SESD:15.8,AIML:14.4,FSD:16.6,DVA:7.1}"
396,Reyansh Mishra,2024-C-59882006B,82,196,85,178,70,250,"{Maths:0.79,SESD:0.64,AIML:0.66,FSD:0.82,DVA:0.73}","{Maths:7.8,SESD:19.7,AIML:16.2,FSD:7.3,DVA:5.8}"
397,Aditya Nair,2024-A-99602006B,45,93,97,53,97,388,"{Maths:0.71,SESD:0.84,AIML:0.66,FSD:0.65,DVA:0.58}","{Maths:9.9,SESD:13.4,AIML:18.3,FSD:18.1,DVA:17.8}"
398,Anvi Singh,2024-C-41522006B,81,57,156,42,53,254,"{Maths:0.76,SESD:0.81,AIML:0.96,FSD:0.64,DVA:0.81}","{Maths:11.9,SESD:9.7,AIML:11.5,FSD:16.6,DVA:8.0}"
399,Riya Sharma,2024-C-55172006B,88,72,47,56,77,352,"{Maths:0.98,SESD:0.86,AIML:0.92,FSD:0.8,DVA:0.83}","{Maths:10.1,SESD:17.6,AIML:6.6,FSD:18.2,DVA:12.8}"
400,Ishaan Verma,2024-C-95062006B,98,90,75,79,60,448,,"{Maths:7.9,SESD:14.0,AIML:7.9,FSD:14.6,DVA:18.7}"
401,Pari Gupta,2024-B-51172006B,67,84,67,99,46,388,,"{Maths:18.5,SESD:9.5,AIML:9.8,FSD:12.6,DVA:12.2}"
402,Prisha Sharma,2024-B-62442006B,52,94,,79,59,320,"{Maths:0.7,SESD:0.79,AIML:0.69,FSD:0.58,DVA:1.0}","{Maths:7.9,SESD:9.1,AIML:15.0,FSD:9.2,DVA:8.8}"
403,Sai Kapoor,2024-A-98022006B,89,70,71,53,92,420,"{Maths:0.81,SESD:0.82,AIML:1.0,FSD:0.81,DVA:0.77}","{Maths:5.7,SESD:6.5,AIML:17.7,FSD:18.0,DVA:7.2}"
404,Aditya Kumar,2024-B-19132006B,92,84,65,49,83,379,"{Maths:0.53,SESD:0.62,AIML:0.71,FSD:0.7,DVA:0.94}","{Maths:11.5,SESD:15.9,AIML:6.6,FSD:12.1,DVA:5.2}"
405,Aadhya Verma,2024-C-59292006B,44,76,150,,67,221,"{Maths:0.69,SESD:0.7,AIML:0.61,FSD:0.71,DVA:0.75}","{Maths:13.1,SESD:9.4,AIML:12.5,FSD:12.1,DVA:13.6}"
406,Ayaan Patel,2024-A-10492006B,89,59,80,98,78,408,"{Maths:0.59,SESD:0.59,AIML:0.87,FSD:0.96,DVA:0.77}","{Maths:17.4,SESD:14.5,AIML:13.9,FSD:15.9,DVA:5.8}"
407,Ananya Verma,2024-A-73742006B,70,85,193,64,42,293,"{Maths:0.8,SESD:0.69,AIML:0.82,FSD:0.91,DVA:0.54}",
408,Krishna Gupta,2024-B-79802006B,53,60,64,60,72,355,"{Maths:0.53,SESD:0.97,AIML:0.96,FSD:0.82,DVA:0.61}","{Maths:16.0,SESD:12.7,AIML:15.7,FSD:8.2,DVA:12.2}"
409,Pari Mishra,2024-B-67642006B,96,73,57,57,90,392,"{Maths:0.64,SESD:0.92,AIML:0.78,FSD:0.85,DVA:0.62}","{Maths:16.6,SESD:12.3,AIML:8.6,FSD:9.7,DVA:8.1}"
410,Arjun Sharma,2024-C-85112006B,89,43,64,68,51,345,"{Maths:0.75,SESD:0.64,AIML:0.85,FSD:0.96,DVA:0.89}","{Maths:15.5,SESD:10.9,AIML:5.8,FSD:16.8,DVA:12.9}"
411,Prisha Patel,2024-B-25762006B,60,90,77,84,59,406,"{Maths:0.58,SESD:0.92,AIML:1.0,FSD:0.59,DVA:0.59}","{Maths:6.8,SESD:9.3,AIML:18.4,FSD:14.4,DVA:13.1}"
412,Vihaan Nair,2024-C-45022006B,47,73,86,76,63,384,"{Maths:0.73,SESD:0.92,AIML:0.9,FSD:0.65,DVA:0.85}","{Maths:17.9,SESD:15.1,AIML:19.3,FSD:16.7,DVA:18.4}"
413,Aadhya Nair,2024-C-32002006B,94,184,91,,-9,217,"{Maths:0.99,SESD:0.89,AIML:0.53,FSD:0.65,DVA:0.53}","{Maths:5.3,SESD:13.3,AIML:11.9,FSD:5.1,DVA:17.4}"
414,Pari Verma,2024-C-26402006B,97,77,92,64,66,416,"{Maths:0.9,SESD:0.91,AIML:0.69,FSD:0.71,DVA:0.58}","{Maths:9.3,SESD:14.3,AIML:17.5,FSD:9.2,DVA:11.5}"
415,Ishaan Kapoor,2024-A-16362006B,183,77,164,52,65,194,"{Maths:0.57,SESD:0.73,AIML:0.85,FSD:0.83,DVA:0.74}","{Maths:19.0,SESD:9.1,AIML:19.1,FSD:10.5,DVA:17.0}"
416,Aarav Mishra,2024-C-65902006B,69,45,86,61,,267,"{Maths:0.58,SESD:0.77,AIML:0.94,FSD:0.54,DVA:0.91}","{Maths:11.7,SESD:19.2,AIML:17.4,FSD:15.6,DVA:6.9}"
417,Ayaan Singh,2024-C-10962006B,76,94,93,66,44,408,"{Maths:0.62,SESD:0.69,AIML:0.63,FSD:0.8,DVA:0.86}","{Maths:18.5,SESD:13.5,AIML:19.0,FSD:19.1,DVA:14.2}"
418,Ayaan Gupta,2024-C-10222006B,86,59,99,93,71,412,"{Maths:0.75,SESD:0.91,AIML:0.61,FSD:0.87,DVA:0.64}","{Maths:16.9,SESD:16.6,AIML:7.7,FSD:6.6,DVA:10.0}"
419,Aditya Nair,2024-C-14152006B,69,44,79,48,95,356,"{Maths:0.66,SESD:0.61,AIML:0.64,FSD:0.64,DVA:0.96}","{Maths:19.9,SESD:18.0,AIML:9.5,FSD:5.0,DVA:6.8}"
420,Reyansh Singh,2024-B-32572006B,98,59,49,86,78,384,"{Maths:0.52,SESD:0.74,AIML:0.57,FSD:0.97,DVA:0.87}","{Maths:5.5,SESD:5.2,AIML:19.5,FSD:12.7,DVA:11.5}"
421,Ananya Reddy,2024-B-14582006B,97,46,50,80,56,362,"{Maths:0.7,SESD:0.53,AIML:0.51,FSD:0.73,DVA:0.82}","{Maths:5.9,SESD:8.9,AIML:16.7,FSD:11.3,DVA:5.3}"
422,Vihaan Kapoor,2024-B-31942006B,71,86,151,-11,62,262,"{Maths:0.93,SESD:0.53,AIML:0.95,FSD:0.91,DVA:0.58}","{Maths:13.2,SESD:7.8,AIML:15.8,FSD:14.0,DVA:10.0}"
423,Diya Gupta,2024-A-49942006B,,42,96,,54,199,"{Maths:0.78,SESD:0.61,AIML:0.64,FSD:0.8,DVA:0.56}","{Maths:9.7,SESD:19.8,AIML:19.0,FSD:17.0,DVA:14.7}"
424,Anvi Nair,2024-B-92612006B,46,,94,55,55,265,"{Maths:0.6,SESD:0.71,AIML:0.78,FSD:0.51,DVA:0.61}","{Maths:19.9,SESD:18.4,AIML:14.3,FSD:12.7,DVA:17.5}"
425,Vihaan Nair,2024-B-82422006B,41,76,94,69,90,416,,"{Maths:18.4,SESD:15.9,AIML:7.3,FSD:12.4,DVA:19.8}"
426,Saanvi Kumar,2024-A-69002006B,68,81,93,88,59,426,"{Maths:0.51,SESD:0.85,AIML:0.62,FSD:0.68,DVA:0.94}","{Maths:5.1,SESD:9.9,AIML:8.3,FSD:17.9,DVA:5.2}"
427,Riya Gupta,2024-C-40032006B,68,78,76,56,86,396,"{Maths:0.88,SESD:0.9,AIML:0.72,FSD:0.66,DVA:0.88}",
428,Vivaan Verma,2024-A-83602006B,77,68,65,66,97,375,"{Maths:0.94,SESD:0.79,AIML:0.95,FSD:0.67,DVA:0.57}","{Maths:7.3,SESD:16.2,AIML:19.6,FSD:12.7,DVA:7.5}"
429,Saanvi Singh,2024-C-30792006B,44,73,51,46,-20,243,"{Maths:0.86,SESD:0.8,AIML:0.98,FSD:0.63,DVA:1.0}","{Maths:14.1,SESD:16.2,AIML:17.5,FSD:5.8,DVA:8.6}"
430,Aditya Reddy,2024-B-87252006B,61,66,92,95,73,407,"{Maths:0.68,SESD:0.79,AIML:0.96,FSD:0.56,DVA:0.8}",
431,Ira Nair,2024-C-48072006B,80,73,73,86,77,434,"{Maths:0.98,SESD:0.69,AIML:0.97,FSD:0.76,DVA:0.62}","{Maths:9.6,SESD:13.4,AIML:19.1,FSD:7.6,DVA:10.5}"
432,Riya Mishra,2024A10042006B,65,67,77,69,65,343,"{Maths:0.76,SESD:0.59,AIML:0.79,FSD:0.87,DVA:0.66}","{Maths:9.6,SESD:19.1,AIML:10.7,FSD:12.9,DVA:19.7}"
433,Ishaan Singh,2024-B-17672006B,55,163,94,86,89,355,"{Maths:0.91,SESD:1.0,AIML:0.51,FSD:0.81,DVA:0.93}","{Maths:6.3,SESD:17.0,AIML:13.4,FSD:13.1,DVA:19.9}"
434,Aadhya Gupta,2024-A-30062006B,-14,94,55,49,65,286,"{Maths:0.84,SESD:0.91,AIML:0.77,FSD:0.89,DVA:0.59}","{Maths:13.5,SESD:19.1,AIML:12.5,FSD:10.9,DVA:8.2}"
435,Ananya Sharma,2024-C-99542006B,69,71,,60,67,311,"{Maths:0.65,SESD:0.86,AIML:0.78,FSD:0.65,DVA:0.9}","{Maths:19.8,SESD:9.0,AIML:10.6,FSD:13.6,DVA:19.2}"
436,Riya Kapoor,2024-B-10622006B,65,74,91,82,160,334,"{Maths:0.84,SESD:0.67,AIML:0.84,FSD:0.67,DVA:0.94}","{Maths:9.7,SESD:18.1,AIML:7.4,FSD:14.7,DVA:5.8}"
437,Vihaan Singh,2024-C-25572006B,66,48,42,89,79,364,"{Maths:0.78,SESD:0.73,AIML:0.79,FSD:0.72,DVA:0.79}","{Maths:5.1,SESD:6.4,AIML:14.8,FSD:17.0,DVA:17.9}"
438,Aadhya Verma,2024-A-12502006B,78,72,69,74,98,440,,"{Maths:8.3,SESD:8.7,AIML:19.8,FSD:16.7,DVA:8.6}"
439,Aarav Kumar,2024-A-38622006B,96,66,49,53,,271,,"{Maths:9.1,SESD:8.7,AIML:17.7,FSD:11.0,DVA:15.6}"
440,Anvi Patel,2024-B-48312006B,-11,94,84,-2,75,272,"{Maths:0.52,SESD:0.86,AIML:0.79,FSD:0.88,DVA:0.95}","{Maths:12.6,SESD:9.6,AIML:16.0,FSD:7.6,DVA:17.4}"
441,Diya Kumar,2024A10042006B,90,44,55,61,61,351,"{Maths:0.68,SESD:0.85,AIML:0.73,FSD:0.88,DVA:0.58}","{Maths:7.7,SESD:14.6,AIML:6.2,FSD:5.8,DVA:7.9}"
442,Ananya Patel,2024-B-29512006B,73,40,44,40,72,273,"{Maths:0.75,SESD:0.64,AIML:0.73,FSD:0.74,DVA:0.69}","{Maths:18.3,SESD:12.5,AIML:11.1,FSD:19.8,DVA:13.8}"
443,Riya Sharma,2024-A-71302006B,54,40,89,42,67,314,"{Maths:0.69,SESD:0.72,AIML:0.94,FSD:0.66,DVA:0.84}","{Maths:10.2,SESD:6.1,AIML:17.7,FSD:9.4,DVA:19.8}"
444,Anvi Patel,2024-B-18852006B,66,89,67,84,75,409,"{Maths:0.96,SESD:0.9,AIML:0.64,FSD:0.59,DVA:0.95}","{Maths:5.7,SESD:18.5,AIML:13.6,FSD:13.4,DVA:16.1}"
445,Sai Verma,2024-C-13582006B,75,88,76,186,51,296,"{Maths:0.78,SESD:0.77,AIML:0.79,FSD:0.75,DVA:0.7}","{Maths:11.3,SESD:12.5,AIML:8.6,FSD:16.0,DVA:7.9}"
446,Reyansh Verma,2024-C-51802006B,73,82,95,53,82,410,"{Maths:0.73,SESD:0.83,AIML:0.73,FSD:0.95,DVA:0.95}","{Maths:6.4,SESD:7.0,AIML:15.1,FSD:14.4,DVA:8.7}"
447,Vivaan Nair,2024C10042006B,42,76,74,53,73,338,"{Maths:0.66,SESD:0.93,AIML:0.56,FSD:0.97,DVA:0.73}","{Maths:13.2,SESD:5.2,AIML:11.6,FSD:17.2,DVA:12.3}"
448,Reyansh Reddy,2024-B-84342006B,70,92,66,82,94,407,"{Maths:0.96,SESD:0.55,AIML:0.79,FSD:0.54,DVA:0.66}","{Maths:13.2,SESD:16.9,AIML:15.0,FSD:8.2,DVA:12.0}"
449,Aditya Sharma,2024-B-19492006B,46,49,92,-18,77,303,"{Maths:0.93,SESD:0.82,AIML:0.51,FSD:0.56,DVA:0.5}","{Maths:9.8,SESD:16.4,AIML:11.4,FSD:16.2,DVA:12.5}"
450,Myra Gupta,2024-B-41792006B,,77,87,50,51,290,"{Maths:0.67,SESD:0.82,AIML:0.65,FSD:0.67,DVA:0.67}","{Maths:18.8,SESD:17.0,AIML:9.6,FSD:13.4,DVA:5.8}"
451,Aditya Kapoor,2024-A-43332006B,97,52,88,62,80,415,"{Maths:0.79,SESD:0.75,AIML:0.6,FSD:0.54,DVA:0.78}","{Maths:17.3,SESD:18.4,AIML:11.0,FSD:19.2,DVA:9.1}"
452,Sai Patel,2024-B-92532006B,58,42,81,90,67,376,"{Maths:0.99,SESD:0.79,AIML:0.66,FSD:0.78,DVA:0.78}","{Maths:16.2,SESD:13.2,AIML:14.9,FSD:8.6,DVA:6.1}"
453,Pari Nair,2024-C-52082006B,40,81,162,58,94,314,"{Maths:0.83,SESD:0.97,AIML:0.61,FSD:0.66,DVA:0.78}","{Maths:18.5,SESD:17.9,AIML:17.8,FSD:16.0,DVA:5.3}"
454,Ishaan Sharma,2024-C-51212006B,73,48,75,92,79,402,"{Maths:0.71,SESD:0.89,AIML:0.63,FSD:0.88,DVA:0.84}","{Maths:5.4,SESD:6.6,AIML:15.5,FSD:12.9,DVA:5.4}"
455,Sai Reddy,2024-A-63762006B,159,65,78,70,70,296,"{Maths:0.67,SESD:0.5,AIML:0.63,FSD:0.63,DVA:0.83}","{Maths:5.8,SESD:18.5,AIML:15.0,FSD:7.2,DVA:6.4}"
456,Ananya Singh,2024B10042006B,50,43,61,159,58,257,"{Maths:0.61,SESD:0.78,AIML:0.79,FSD:0.81,DVA:0.72}","{Maths:17.6,SESD:15.7,AIML:16.6,FSD:18.5,DVA:12.4}"
457,Riya Mishra,2024-A-71842006B,90,49,77,69,58,371,"{Maths:0.6,SESD:0.71,AIML:0.87,FSD:0.85,DVA:0.94}","{Maths:9.4,SESD:19.9,AIML:19.9,FSD:10.0,DVA:16.5}"
458,Anvi Mishra,2024-C-94672006B,61,47,48,53,91,311,"{Maths:0.59,SESD:0.96,AIML:0.69,FSD:0.71,DVA:0.97}","{Maths:8.6,SESD:12.2,AIML:6.7,FSD:14.2,DVA:8.2}"
459,Arjun Nair,2024A10042006B,77,93,46,72,42,373,"{Maths:0.9,SESD:0.78,AIML:0.64,FSD:0.54,DVA:0.73}","{Maths:15.7,SESD:10.3,AIML:12.7,FSD:7.3,DVA:13.0}"
460,Riya Kapoor,2024-A-64012006B,96,90,,62,90,371,"{Maths:0.93,SESD:0.65,AIML:0.52,FSD:0.52,DVA:0.95}","{Maths:16.4,SESD:12.3,AIML:19.8,FSD:13.4,DVA:16.3}"
461,Aditya Kapoor,2024-A-13612006B,86,72,89,62,58,393,"{Maths:0.88,SESD:0.51,AIML:0.55,FSD:0.56,DVA:0.53}","{Maths:16.3,SESD:6.9,AIML:19.2,FSD:10.4,DVA:13.0}"
462,Prisha Verma,2024-C-60932006B,46,78,42,92,49,314,"{Maths:0.68,SESD:0.51,AIML:0.83,FSD:0.83,DVA:0.8}","{Maths:14.7,SESD:14.3,AIML:12.0,FSD:13.2,DVA:12.5}"
463,Sai Singh,2024-B-27482006B,46,55,73,64,69,339,"{Maths:0.54,SESD:0.76,AIML:0.74,FSD:0.85,DVA:0.88}","{Maths:10.8,SESD:20.0,AIML:19.7,FSD:6.7,DVA:18.3}"
464,Sai Patel,2024-A-32542006B,41,47,41,75,95,319,,"{Maths:10.8,SESD:11.3,AIML:15.4,FSD:14.3,DVA:16.9}"
465,Krishna Singh,2024-C-49612006B,,52,57,88,52,296,"{Maths:0.74,SESD:0.57,AIML:0.98,FSD:0.57,DVA:0.53}","{Maths:11.9,SESD:14.4,AIML:6.5,FSD:6.8,DVA:7.9}"
466,Sai Mishra,2024-A-99562006B,67,94,91,93,46,421,"{Maths:0.7,SESD:0.89,AIML:0.51,FSD:0.72,DVA:0.58}","{Maths:12.6,SESD:12.3,AIML:13.8,FSD:9.6,DVA:12.4}"
467,Saanvi Sharma,2024-B-85262006B,70,71,52,93,96,388,"{Maths:0.6,SESD:0.78,AIML:0.56,FSD:0.65,DVA:0.68}","{Maths:8.1,SESD:7.6,AIML:5.6,FSD:18.2,DVA:10.8}"
468,Reyansh Gupta,2024-B-24902006B,73,59,72,85,72,391,"{Maths:0.92,SESD:0.82,AIML:0.61,FSD:0.61,DVA:0.53}","{Maths:17.0,SESD:5.2,AIML:13.4,FSD:13.1,DVA:15.8}"
469,Riya Gupta,2024-B-83612006B,74,46,71,88,45,363,"{Maths:0.86,SESD:0.82,AIML:0.56,FSD:0.94,DVA:0.53}","{Maths:12.9,SESD:10.0,AIML:6.2,FSD:7.6,DVA:7.5}"
470,Anvi Mishra,2024-C-55292006B,75,87,77,59,97,444,"{Maths:0.94,SESD:0.53,AIML:0.67,FSD:0.77,DVA:0.82}","{Maths:19.8,SESD:9.4,AIML:17.8,FSD:7.2,DVA:16.5}"
471,Krishna Nair,2024B10042006B,54,82,74,83,96,417,"{Maths:0.95,SESD:0.88,AIML:0.9,FSD:0.71,DVA:0.65}","{Maths:19.8,SESD:19.7,AIML:16.7,FSD:17.5,DVA:15.2}"
472,Krishna Singh,2024-A-86722006B,73,154,87,42,76,326,"{Maths:0.72,SESD:0.71,AIML:0.78,FSD:0.62,DVA:0.99}","{Maths:9.2,SESD:11.3,AIML:19.2,FSD:10.4,DVA:9.6}"
473,Ayaan Kapoor,2024-B-72592006B,48,99,95,97,69,422,"{Maths:0.91,SESD:0.65,AIML:0.95,FSD:0.71,DVA:0.72}","{Maths:15.2,SESD:11.9,AIML:7.0,FSD:17.9,DVA:6.8}"
474,Aditya Reddy,2024-B-33792006B,64,151,55,77,97,338,"{Maths:0.75,SESD:0.5,AIML:0.71,FSD:0.99,DVA:0.57}","{Maths:15.7,SESD:8.4,AIML:14.9,FSD:13.1,DVA:7.8}"
475,Anvi Verma,2024-B-73922006B,63,81,74,66,48,352,"{Maths:0.81,SESD:0.69,AIML:0.53,FSD:0.69,DVA:0.58}","{Maths:13.6,SESD:19.8,AIML:5.4,FSD:11.4,DVA:10.4}"
476,Arjun Mishra,2024-C-90592006B,40,82,80,97,46,382,"{Maths:0.52,SESD:0.82,AIML:0.61,FSD:0.83,DVA:0.96}","{Maths:5.0,SESD:7.7,AIML:16.2,FSD:16.4,DVA:17.5}"
477,Ishaan Nair,2024-C-58622006B,63,80,58,74,94,394,"{Maths:0.87,SESD:0.78,AIML:0.52,FSD:0.97,DVA:0.79}","{Maths:14.3,SESD:18.4,AIML:12.5,FSD:13.1,DVA:13.2}"
478,Anvi Sharma,2024-A-50222006B,92,72,45,68,77,379,"{Maths:0.82,SESD:0.68,AIML:0.82,FSD:0.6,DVA:0.68}","{Maths:18.1,SESD:15.3,AIML:20.0,FSD:14.7,DVA:18.4}"
479,Vivaan Singh,2024-A-50422006B,47,67,71,93,90,406,"{Maths:0.79,SESD:0.68,AIML:0.81,FSD:0.73,DVA:0.87}","{Maths:9.2,SESD:16.5,AIML:5.0,FSD:9.9,DVA:10.7}"
480,Ananya Reddy,2024-A-44392006B,70,47,45,68,48,286,"{Maths:0.66,SESD:0.88,AIML:0.55,FSD:0.69,DVA:0.73}","{Maths:12.8,SESD:6.8,AIML:12.6,FSD:5.5,DVA:5.1}"
481,Ira Nair,2024-C-85262006B,69,74,64,48,54,337,"{Maths:0.63,SESD:0.71,AIML:0.54,FSD:0.7,DVA:0.97}","{Maths:18.4,SESD:8.3,AIML:5.6,FSD:17.8,DVA:7.4}"
482,Aarav Reddy,2024-A-28522006B,88,93,79,78,77,438,"{Maths:0.59,SESD:0.95,AIML:0.79,FSD:0.71,DVA:0.63}","{Maths:14.6,SESD:12.2,AIML:19.6,FSD:19.7,DVA:16.7}"
483,Vivaan Singh,2024-B-45232006B,51,46,70,94,-19,309,"{Maths:0.82,SESD:0.62,AIML:0.73,FSD:0.72,DVA:0.71}","{Maths:14.1,SESD:18.3,AIML:6.7,FSD:12.1,DVA:12.3}"
